1398;Kita Ev. Diakoniewerk Königin Elisabeth;Kindertagesstätte;Evangelisches Diakoniewerk Königin Elisabeth;Herzbergstr. 79;10365 Berlin (Lichtenberg);52.527651;13.5088603;0305472 5051;;;6.5;17.5;11.0;06:30-17:30;8;deutsch
1399;Kita Ev. Johannesstift;Kindertagesstätte;Evangelisches Johannesstift Jugendhilfe gGmbH;Schönwalder Allee 26 Haus 35a;13587 Berlin (Spandau);52.5691198;13.1959327;03033609643;info.jugendhilfe@evangelisches-johannesstift.de;;6.0;17.0;11.0;06:00-17:00;3;deutsch
1400;Kita Ev. Luth. St.Marien-Gem.;Kindertagesstätte;Evangelisch-lutherische Marien-Gemeinde zu Berlin-Zehlendorf;Riemeisterstr. 10;14169 Berlin (Steglitz-Zehlendorf);52.44074999999999;13.26136;03080903014;;;8.0;15.0;7.0;08:00-15:00;0;deutsch
1401;Kita Exerzierstr. 32a/Kigä City;Kindertagesstätte;Kindergärten City;Exerzierstr. 32A;13357 Berlin (Mitte);52.55493;13.37264;0304925650;Kita.Exerzier32a@ba-fk.berlin.de;http://www.kindergaerten-city.de/exerzierstr-32-a;6.5;17.0;10.5;06:30-17:00;6;deutsch
1402;Kita F.A.I.R.play;Kindertagesstätte;GFJ - gemeinnützige Gesellschaft für Familien- und Jugendhilfe mbH;Albrechtstr. 20;10117 Berlin (Mitte);52.5225693;13.3843991;030281 64 73;kitaalbrechtstr20@hotmail.de;www.gfj-berlin.de;7.0;18.0;11.0;07:00-18:00;12;englisch
1403;Kita Fantasia;Kindertagesstätte;Orte für Kinder GmbH;Bredowstr. 27A;10551 Berlin (Mitte);52.5319437;13.339767;0303989 5301;kita-fantasia@ortefuerkinder.de;www.ortefuerkinder.de;7.0;18.0;11.0;07:00-18:00;6;deutsch
1404;Kita Farbklecks;Kindertagesstätte;Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH;John-Sieg-Str. 1 - 003;10365 Berlin (Lichtenberg);52.5124;13.4789;030577 97 260;farbklecks@sozdia.de;;6.0;18.0;12.0;06:00-18:00;6;deutsch
1405;Kita Farbkleckse;Kindertagesstätte;Üstün Bildungsstätte gUG;Eylauer Str. 13;10965 Berlin (Friedrichshain-Kreuzberg);52.4855238;13.3745833;030;;;;;;;0;deutsch
1406;Kita Fehlerstraße;Kindertagesstätte;Kindertagesstätten Berlin Süd-West;Fehlerstr. 2;12161 Berlin (Tempelhof-Schöneberg);52.47683;13.32568;030290276050;kita-fehlerstr@kitasw.berlin.de;www.kitas-sued-west.de;;;;;10;deutsch
1407;Kita Felix and Friends;Kindertagesstätte;GFAJ e.V.;Sterndamm 109;12487 Berlin (Treptow-Köpenick);52.4423326;13.5021086;03063103614;felixandfriends@gfajev.de;www.gfajev.de;6.0;18.0;12.0;06:00-18:00;0;englisch
1408;Kita Feuerfalter;Kindertagesstätte;SOCIUS - Die Bildungspartner gemeinnützige GmbH;Chausseestr. 84;10115 Berlin (Mitte);52.53782;13.37318;030120832122;feuerfaltersocius@bildungspartner.de;www.socius.diebildungspartner.de;;;;;0;englisch
1409;Kita Feuerwache;Kindertagesstätte;Jugend- und Sozialwerk gGmbH;Alt-Lichtenrade 97;12309 Berlin (Tempelhof-Schöneberg);52.39286000000001;13.41106;03070079852;feuerwache-bln@jus-or.de;;6.0;18.0;12.0;06:00-18:00;0;deutsch
1410;Kita Fichtestraße;Kindertagesstätte;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Fichtestr. 5 -9;13467 Berlin (Reinickendorf);52.612417;13.305571;03040509979-0/-30;fichtestr@kita-nordwest.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
1411;Kita Filandastr. 27/Kitas Süd-West;Kindertagesstätte;Kindertagesstätten Berlin Süd-West;Filandastr. 27;12169 Berlin (Steglitz-Zehlendorf);52.4556;13.33213;030290276190;kita-filandastr@kitasw.berlin.de;;;;;;12;deutsch
1412;Kita Filia Griechisch-deutsche Kindertagesstätte;Kindertagesstätte;Diakonisches Werk Steglitz und Teltow-Zehlendorf e. V.;Mittelstr. 33;12167 Berlin (Steglitz-Zehlendorf);52.45417;13.32666;030791 17 60;griechisch-deutsche-kita@dwstz.de;;7.5;16.5;9.0;07:30-16:30;24;deutsch
1413;Kita Finchleystraße;Kindertagesstätte;INA.KINDER.GARTEN gGmbH;Finchleystr. 6;12305 Berlin (Tempelhof-Schöneberg);52.39277999999999;13.40392;030767 66 096;finchleystrasse@inakindergarten.de;www.inakindergarten.de;6.0;17.5;11.5;06:00-17:30;6;deutsch
1414;Kita FindeFuchs;Kindertagesstätte;FindeFuchs gUG (haftungsbeschränkt);Lindenstr. 35;12555 Berlin (Treptow-Köpenick);52.45126;13.57081;03026034184;kontakt@kita-findefuchs.de;www.kita-findefuchs.de;7.0;17.0;10.0;07:00-17:00;12;deutsch
1415;Kita Fine Turbine;Kindertagesstätte;Lebensnah e.V. Betreuung, Beratung und Entwicklung;Hauffstr. 12;10317 Berlin (Lichtenberg);52.5061;13.48;03037446553;kontakt@kita-fine-turbine.de;;7.5;17.0;9.5;07:30-17:00;12;deutsch
1416;Kita Finkelsteinstraße;Kindertagesstätte;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Finkelsteinstr. 6;12619 Berlin (Marzahn-Hellersdorf);52.5201041;13.5984746;030030 5621 188;kita-weltentdecker@fippev.de;www.fippev.de;6.0;18.0;12.0;06:00-18:00;2;deutsch
1417;Kita Fiorella;Kindertagesstätte;Jugendwerk Aufbau Ost JAO gGmbH;Wiecker Str. 1 -003;13051 Berlin (Lichtenberg);52.5675939;13.496215;0309294079;kita-fiorella@jao-berlin.de;www.jao-berlin.de;6.0;18.0;12.0;06:00-18:00;2;deutsch
1418;Kita Flanaganstr. 45/Kitas Süd-West;Kindertagesstätte;Kindertagesstätten Berlin Süd-West;Flanaganstr. 45;14195 Berlin (Steglitz-Zehlendorf);52.45673;13.27253;030290276500;kita-flanaganstr@kitasw.berlin.de;www.die-kita-flanagan.de;6.5;17.5;11.0;06:30-17:30;12;deutsch
1419;Kita Fliegeberg;Kindertagesstätte;Mittelhof e.V.;Scheelestr. 45;12209 Berlin (Steglitz-Zehlendorf);52.4151;13.32996;030711 70 84;fliegeberg@mittelhof.org;www.mittelhof.org;7.0;18.0;11.0;07:00-18:00;2;deutsch
1420;Kita Flinke Füchse;Kindertagesstätte;MiniKitas First gGmbH;Bötzowstr. 6;10407 Berlin (Pankow);52.5295168;13.4318238;03042800642;info@minikitasfirst.de;;8.0;17.0;9.0;08:00-17:00;12;deutsch
1421;Kita Flottwellpromenade;Kindertagesstätte;Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg e. V.;Flottwellstr. 44;10785 Berlin (Friedrichshain-Kreuzberg);52.5026522;13.3726031;030030-32 53 46 30;flottwellstrasse@humanistischekitas.de;www.humanistischekitas.de;8.0;18.0;10.0;08:00-18:00;2;deutsch
1422;Kita Flurweg;Kindertagesstätte;INA.KINDER.GARTEN gGmbH;Flurweg 77;12357 Berlin (Neukölln);52.4283788;13.4806773;030661 60 81;flurweg@inakindergarten.de;www.inakindergarten.de;6.0;21.0;15.0;06:00-21:00;2;deutsch
1423;Kita Focus FAMILIE;Kindertagesstätte;Jugend- und Sozialwerk gGmbH;Hermannstr. 135A;12051 Berlin (Neukölln);52.46314;13.43329;03062 00 87 87/88;focusfamilie-bln@jus-or.de;;6.0;18.0;12.0;06:00-18:00;0;deutsch
1424;Kita Fontanepromenade;Kindertagesstätte;Ingrids Kindergarten e.V.;Fontanepromenade 10;10967 Berlin (Friedrichshain-Kreuzberg);52.49128;13.40849;03069004577;;;;;;;0;deutsch
1425;Kita Fontanestr. 83/Kigä NordOst;Kindertagesstätte;Kindergärten NordOst;Fontanestr. 83;13158 Berlin (Pankow);52.5896362;13.3608802;0309164786;kindergarten.fontanestrasse@kigaeno.de;;6.0;17.5;11.5;06:00-17:30;12;deutsch
1426;Kita Forststr. 40/Kitas Süd-West;Kindertagesstätte;Kindertagesstätten Berlin Süd-West;Forststr. 40;12163 Berlin (Steglitz-Zehlendorf);52.46399;13.31402;030290276510;kita-forststr@kitasw.berlin.de;;6.5;17.5;11.0;06:30-17:30;12;deutsch
1427;Kita Forumhaus;Kindertagesstätte;Forum Soziale Dienste Kita I GmbH;Wilhelmsruher Damm 192;13435 Berlin (Reinickendorf);52.59635;13.34304;0304155828;kita.forumhaus@forum-soziale-dienste.de;www.forum-soziale-dienste.de;7.0;17.0;10.0;07:00-17:00;2;deutsch
1428;Kita Frankenstraße;Kindertagesstätte;INA.KINDER.GARTEN gGmbH;Frankenstr. 8;10781 Berlin (Tempelhof-Schöneberg);52.49384999999999;13.35028;030236 27 570;frankenstrasse@inakindergarten.de;www.inakindergarten.de;6.5;17.5;11.0;06:30-17:30;2;deutsch
1429;Kita Französisch Buchholz;Eltern-Initiativ-Kindertagesstätte;Kita Französisch Buchholz e.V.;Schönhauser Str. 113;13127 Berlin (Pankow);52.6011961;13.4297875;4748 7522;;;7.25;17.0;9.75;07:15-17:00;0;deutsch
1430;Kita Französische Str. 16a u. 16b;Kindertagesstätte;Kinder im Kiez gGmbH;Französische Str. 16;10117 Berlin (Mitte);52.514557;13.3881007;030208 92 14;franzoesischestrasse@kinder-im-kiez.de;www.kinder-im-kiez.de;7.5;18.5;11.0;07:30-18:30;2;deutsch
1431;Kita Freche Fledermäuse Pankow;Kindertagesstätte;Familien-Fenster e. V.;Schönholzer Str. 2;13187 Berlin (Pankow);52.5695501;13.4008626;03044907279;inf@freche-fledermaeuse.de;;8.0;16.5;8.5;08:00-16:30;9;deutsch
1432;Kita Freche Früchtchen;Kindertagesstätte;KUBIBE Berlin gGmbH;Paul-Robeson-Str. 12;10439 Berlin (Pankow);52.55262070000001;13.4094252;030030 4458817;frechefruechtchen@kubibe.berlin;;6.0;18.0;12.0;06:00-18:00;12;deutsch
1433;Kita Freche Früchte;Kindertagesstätte;KiTa Freche Früchte gemeinnützige UG (haftungsbeschränkt);Transvaalstr. 46;13351 Berlin (Mitte);52.5538889;13.3449078;0176 207333370;kitafrechefruechte@gmail.com;;;;;;0;deutsch
1434;Kita Fredersdorfer Str. 6/Kigä City;Kindertagesstätte;Kindergärten City;Fredersdorfer Str. 6;10243 Berlin (Friedrichshain-Kreuzberg);52.51365999999999;13.44174;03029770410;kita.fredersdorfer@ba-fk.berlin.de;http://www.kindergaerten-city.de/fredersdorfer-str-6;6.0;18.0;12.0;06:00-18:00;2;deutsch
1435;Kita Fregestr.;Kindertagesstätte;Orte für Kinder GmbH;Fregestr. 21 -22;12159 Berlin (Tempelhof-Schöneberg);52.46817850000001;13.3367651;0308507 3940;fregestrasse@ortefuerkinder.de;www.ortefuerkinder.de;6.0;17.0;11.0;06:00-17:00;12;deutsch
1436;Kita Fregestraße;Kindertagesstätte;Nachbarschaftsheim Schöneberg e.V.;Fregestr. 53;12161 Berlin (Steglitz-Zehlendorf);52.4670461;13.3360857;03085 98 66 20;kita-frege@nbhs.de;www.kita-frege.nbhs.de;7.5;17.0;9.5;07:30-17:00;36;Gebärdensprache
1437;Kita Freienwalder Str. 19c/Kigä City;Kindertagesstätte;Kindergärten City;Freienwalder Str. 19C;13359 Berlin (Mitte);52.55885;13.39128;0304946612;Kita.Freienwalder19c@ba-fk.berlin.de;http://www.kindergaerten-city.de/freienwalder-str-19-c;6.0;17.0;11.0;06:00-17:00;12;deutsch
1438;Kita Freiherr-vom-Stein-Straße;Kindertagesstätte;Nachbarschaftsheim Schöneberg e.V.;Freiherr-vom-Stein-Str. 13;10825 Berlin (Tempelhof-Schöneberg);52.4829611;13.3385926;03081 48 78 01;kita-freiherr-vom-stein@nbhs.de;www.kita-freiherr-vom-stein.nbhs.de;6.5;17.5;11.0;06:30-17:30;7;deutsch
1439;Kita Freinet-Haus Entdeckerland;Kindertagesstätte;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Richard-Münch-Str. 1;13591 Berlin (Spandau);52.5279122;13.1492077;0303699850;richard-muench1@kita-nordwest.de;;6.0;17.5;11.5;06:00-17:30;2;deutsch
1440;Kita Fridolin Kirschkern;Kindertagesstätte;Kirschkern e.V.;Kaiser-Friedrich-Str. 100;10585 Berlin (Charlottenburg-Wilmersdorf);52.5169212;13.3009415;03044036272;info@kaengoo.de;www.kaengoo.de;7.0;16.5;9.5;07:00-16:30;12;deutsch
1441;Kita Frieda Kirschkern/Kirschkern e.V.;Kindertagesstätte;Kirschkern e.V.;Christinenstr. 21;10119 Berlin (Pankow);52.5325;13.41065;03041 71 66 43;;;8.0;16.0;8.0;08:00-16:00;0;deutsch
1442;Kita Friedrichshagener Str.;Kindertagesstätte;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Friedrichshagener Str. 5;12555 Berlin (Treptow-Köpenick);52.4522339;13.5789862;030657 14 30;kita-friedrichshagenerstrasse@kita-suedost.de;;6.0;18.0;12.0;06:00-18:00;2;deutsch
1443;Kita Fri-Willi/Kitas Süd-West;Kindertagesstätte;Kindertagesstätten Berlin Süd-West;Friedrich-Wilhelm-Platz 12;12161 Berlin (Tempelhof-Schöneberg);52.4721245;13.3291203;030290276060;kita-friedrich-wilhelm-platz@kitasw.berlin.de;;6.0;17.0;11.0;06:00-17:00;10;deutsch
1444;Kita Frobenstr. 75/Kitas Süd-West;Kindertagesstätte;Kindertagesstätten Berlin Süd-West;Frobenstr. 75;12249 Berlin (Steglitz-Zehlendorf);52.429961;13.3444109;030290276520;kita-frobenstr@kitasw.berlin.de;;;;;;12;deutsch
1445;Kita Frohnatur;Kindertagesstätte;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Markgrafenstr. 14;13465 Berlin (Reinickendorf);52.63265;13.30409;030406079980;markgrafenstr@kita-nordwest.de;;7.0;17.0;10.0;07:00-17:00;24;deutsch
1446;Kita Frühlicht;Kindertagesstätte;JuBiSA - Jugend, Bildung und Soziale Arbeit gemeinnützige UG (haftungsbeschränkt);Skarbinastr. 82;12309 Berlin (Tempelhof-Schöneberg);52.39374;13.42194;03076284532;kam79@hotmail.de;;;;;;0;deutsch
1447;Kita Fuggerstaße;Kindertagesstätte;KITA Fuggerstraße e.V.;Fuggerstr. 37;10777 Berlin (Tempelhof-Schöneberg);52.4989439;13.3415537;0302196 4564;info@kita-fuggerstrasse.com;www.kita-fuggerstrasse.com;7.0;17.0;10.0;07:00-17:00;12;deutsch
1448;Kita Fürstenberger Str. 4/5/Kigä City;Kindertagesstätte;Kindergärten City;Fürstenberger Str. 4;10435 Berlin (Mitte);52.53717100000001;13.4047466;0304496657;Kita.Fuerstenberger@ba-fk.berlin.de;http://www.kindergaerten-city.de/fuerstenberger-str-4;6.0;18.0;12.0;06:00-18:00;2;deutsch
1449;Kita Gäblerstraße;Kindertagesstätte;Bund Deutscher PfadfinderInnen -Landesverband Berlin- e.V.;Gäblerstr. 18;13086 Berlin (Pankow);52.55457;13.44831;0179 6151771;;;;;;;0;deutsch
1450;Kita Galileo;Kindertagesstätte;Arbeiterwohlfahrt Berlin Spree-Wuhle e.V.;Naumburger Ring 25;12627 Berlin (Marzahn-Hellersdorf);52.53854;13.61304;03049897600;galileo@awo-spree-wuhle.de;;6.0;17.5;11.5;06:00-17:30;6;deutsch
1451;Kita Galvanistraße;Kindertagesstätte;Frecher Spatz e.V.;Galvanistr. 15;10587 Berlin (Charlottenburg-Wilmersdorf);52.5185959;13.3158182;0303429718;;;7.0;16.5;9.5;07:00-16:30;0;deutsch
1452;Kita Gan Israel 2;Kindertagesstätte;Jüdischer Kindergarten Gan Israel e.V.;Münstersche Str. 6;10709 Berlin (Charlottenburg-Wilmersdorf);52.4939537;13.3076296;03021280832;kontakt@chabadberlin.de;;7.5;16.5;9.0;07:30-16:30;0;deutsch
1453;Kita Gänseblümchen;Kindertagesstätte;Forum Soziale Dienste GmbH;Hedwigstr. 6;13086 Berlin (Pankow);52.5544653;13.4490418;03096202330;kita.gaensebluemchen@forum-soziale-dienste.de;;6.0;18.0;12.0;06:00-18:00;12;deutsch
1454;Kita Gänseblümchen;Kindertagesstätte;KITA Gänseblümchen gGmbH;Dietzgenstr. 25;13156 Berlin (Pankow);52.58217;13.4031;0305001 9123;info@pankow-kita.de;;7.0;17.0;10.0;07:00-17:00;12;deutsch
1455;Kita Gänseblümchen;Kindertagesstätte;Mittelhof e.V.;Brittendorfer Weg 16C;14167 Berlin (Steglitz-Zehlendorf);52.43626099999999;13.277385;030810 581 15;gaensebluemchen@mittelhof.org;www.mittelhof.org;8.0;17.0;9.0;08:00-17:00;12;französisch
1456;Kita Gartenstr. 107/Kigä City;Kindertagesstätte;Kindergärten City;Gartenstr. 107;10115 Berlin (Mitte);52.52959120000001;13.3920772;0302828337;Kita.Garten107@ba-fk.berlin.de;http://www.kindergaerten-city.de/gartenstr-107;6.0;17.5;11.5;06:00-17:30;2;deutsch
1457;Kita Gaudystraße;Kindertagesstätte;Stadt und Waldkinder e. V.;Gaudystr. 10;10437 Berlin (Pankow);52.54653;13.40935;03047375364;info@stadt-und-waldkinder.de;www.stadt-und-waldkinder.de;8.0;17.0;9.0;08:00-17:00;9;deutsch
1458;Kita Genezareth;Kindertagesstätte;Ev. Kirchenkreis Neukölln;Allerstr. 33;12049 Berlin (Neukölln);52.4744875;13.4219058;0306200858160;ev-kita.genezareth@kk-neukoelln.de;;6.0;17.0;11.0;06:00-17:00;12;deutsch
1459;Kita Gerne Groß/Kigä NordOst;Kindertagesstätte;Kindergärten NordOst;Dänenstr. 22;10439 Berlin (Pankow);52.5499372;13.4050816;0304457446;kindergarten.daenenstrasse@kigaeno.de;;6.5;17.5;11.0;06:30-17:30;0;deutsch
1460;Kita Gethsemane;Kindertagesstätte;Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord;Greifenhagener Str. 2;10437 Berlin (Pankow);52.5446502;13.4148041;030445 55 84;gethsemane-kita@evkvbmn.de;;6.5;17.0;10.5;06:30-17:00;12;deutsch
1461;Kita Ghanastr. 13/Kigä City;Kindertagesstätte;Kindergärten City;Ghanastr. 13;13351 Berlin (Mitte);52.55967;13.32928;0304518047;Kita.Ghanastr@ba-fk.berlin.de;http://www.kindergaerten-city.de/ghanastr-13;6.0;17.0;11.0;06:00-17:00;12;deutsch
1462;Kita Ghislan;Kindertagesstätte;Ghislan e.V.;Bastianstr. 21;13357 Berlin (Mitte);52.5508162;13.3813851;03046061094;;;;;;;18;deutsch
1463;Kita Giesensdorfer Straße 11 - Lilli;Kindertagesstätte;Rubin e. V.;Giesensdorfer Str. 11;12207 Berlin (Steglitz-Zehlendorf);52.42758;13.31328;03095618790;info@rubin-kindergarten.de;;7.0;18.0;11.0;07:00-18:00;12;deutsch
1464;Kita GIRASOLES-SONNENBLUMEN;Kindertagesstätte;"GIRASOLES - SONNENBLUMEN" jardin infantil (guarderia) espanol-alemán - spanisch-deutscher Kindergarten (Asociación) e. V.;Sophie-Charlotten-Str. 113;14059 Berlin (Charlottenburg-Wilmersdorf);52.5212786;13.2877473;03030112596;info@girasoles-berlin.de;www.girasoles-berlin.de;7.5;18.5;11.0;07:30-18:30;2;spanisch
1465;Kita Gleimstrolche;Kindertagesstätte;KUBIBE Berlin gGmbH;Gleimstr. 46;10437 Berlin (Pankow);52.5471881;13.4074832;030030 4435 9018;haus1@kubibe.berlin;;6.0;18.0;12.0;06:00-18:00;8;deutsch
1466;Kita Global Village;Kindertagesstätte;Global Village UG (haftungsbeschränkt);Ringstr. 28;12105 Berlin (Tempelhof-Schöneberg);52.44434;13.3714;03076586990;info@globalvillage-kita.de;www.globalvillage-kita.de;6.5;18.0;11.5;06:30-18:00;12;englisch
1467;Kita Glücksallee;Kindertagesstätte;kevisa gGmbH;Üderseestr. 13;10318 Berlin (Lichtenberg);52.4816567;13.5190144;030;;;;;;;12;deutsch
1468;Kita Glückskinder;Kindertagesstätte;Glückskinder UG (haftungsbeschränkt);Markgrafendamm 26;10245 Berlin (Friedrichshain-Kreuzberg);52.49977879999999;13.4657694;03029770125;kontakt@glueckskinder-berlin.de;;7.5;17.5;10.0;07:30-17:30;12;deutsch
1469;Kita Glückskinder Stralauer Allee;Kindertagesstätte;Glückskinder UG (haftungsbeschränkt);Stralauer Allee 18;10245 Berlin (Friedrichshain-Kreuzberg);52.49843509999999;13.4621978;0170 5477042;;;;;;;0;deutsch
1470;Kita Glücksweg;Kindertagesstätte;kevisa gGmbH;Kudowastr. 21;14193 Berlin (Charlottenburg-Wilmersdorf);52.48570580000001;13.2920509;03054829571;info@kita-gluecksweg.de;;;;;;0;deutsch
1471;Kita Glückszeile;Kindertagesstätte;kevisa gGmbH;Stillerzeile 44;12587 Berlin (Treptow-Köpenick);52.45600289999999;13.6109462;03054829571;info@kita-glueckszeile.de;;;;;;0;deutsch
1472;Kita Goebenstraße 8;Kindertagesstätte;Stadtteilverein Schöneberg e.V.;Goebenstr. 8;10783 Berlin (Tempelhof-Schöneberg);52.4935706;13.3639181;030215 57 77;info@stadtteilvereinschoeneberg.de;www.stadtteilvereinschoeneberg.de;8.0;16.0;8.0;08:00-16:00;18;deutsch
1473;Kita Goethestraße;Kindertagesstätte;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Goethestr. 12;10623 Berlin (Charlottenburg-Wilmersdorf);52.50962999999999;13.31916;030319988940;goethestr@kita-nordwest.de;;7.0;19.0;12.0;07:00-19:00;6;deutsch
1474;Kita Goldfischchen;Kindertagesstätte;MILINA gUG;Jan-Petersen-Str. 18;12679 Berlin (Marzahn-Hellersdorf);52.54904;13.56529;030;;;;;;;12;deutsch
1475;Kita Grabbe-Kogge;Kindertagesstätte;casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH;Grabbeallee 45;13156 Berlin (Pankow);52.57567;13.39767;03049400634;grabbe-kogge@g-casablanca.de;;7.0;19.0;12.0;07:00-19:00;3;deutsch
1476;Kita Granitzstraße;Kindertagesstätte;INA.KINDER.GARTEN gGmbH;Granitzstr. 38;13189 Berlin (Pankow);52.57018;13.42318;030472 71 90;granitzstrasse@inakindergarten.de;www.inakindergarten.de;6.5;17.5;11.0;06:30-17:30;7;deutsch
1477;Kita Grashüpferchen;Kindertagesstätte;Kita Grashüpferchen gemeinnützige GmbH;Kaiser-Wilhelm-Str. 116;12247 Berlin (Steglitz-Zehlendorf);52.4403959;13.3506211;03098334642;info@kitagrashuepferchen.de;;;;;;0;deutsch
1478;Kita Grashüpferchen II;Kindertagesstätte;Kita Grashüpferchen gemeinnützige GmbH;Mariendorfer Damm 334 -336;12107 Berlin (Tempelhof-Schöneberg);52.423754;13.3954757;03054620067;info@grashuepferchen.de;;6.0;17.0;11.0;06:00-17:00;0;deutsch
1479;Kita Grashüpferchen III;Kindertagesstätte;Kita Grashüpferchen gemeinnützige GmbH;Hildburghauser Str. 73;12279 Berlin (Tempelhof-Schöneberg);52.41504;13.34507;01785547955;marienfelde@grashuepferchen.de;;;;;;0;deutsch
1480;Kita Greta and Friends;Kindertagesstätte;GFAJ e.V.;Puderstr. 21;12435 Berlin (Treptow-Köpenick);52.485442;13.4643706;030530 26 661;gretaandfriends@gfajev.de;www.gfajev.de;6.0;18.0;12.0;06:00-18:00;0;englisch
1481;Kita Griechische Allee 21-25/Kitas SüdOst;Kindertagesstätte;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Griechische Allee 21 /25;12459 Berlin (Treptow-Köpenick);52.46494999999999;13.51821;03053 02 47 50;kita-griechischeallee@kita-suedost.de;;6.0;18.0;12.0;06:00-18:00;2;deutsch
1482;Kita Griembergweg;Kindertagesstätte;Griembergweg e.V.;Griembergweg 29;12305 Berlin (Tempelhof-Schöneberg);52.40697;13.40951;03074001700;kita.griembergweg@t-online.de;www.kita-griembergweg.de;6.5;18.0;11.5;06:30-18:00;0;deutsch
1483;Kita Griesinger Waldfüssler;Kindertagesstätte;Kindertagesstätten Nordwest Eigenbetrieb von Berlin;Griesingerstr. 11;13589 Berlin (Spandau);52.56023;13.15346;03037586940;griesingerstr@kita-nordwest.de;;6.0;17.5;11.5;06:00-17:30;12;deutsch
1484;Kita Groninger Straße 34;Kindertagesstätte;Kita Weiße Wolke e.V.;Groninger Str. 34;13347 Berlin (Mitte);52.55381000000001;13.36196;03081799940;kitawolke@yahoo.com;;8.0;16.0;8.0;08:00-16:00;13;türkisch
1485;Kita Groß-Berliner Damm;Kindertagesstätte;Die wilden Knallerbsen GmbH;Groß-Berliner Damm 33 - 37;12487 Berlin (Treptow-Köpenick);52.4493453;13.5118743;03063902651;info@kita-diewildenknallerbsen.de;www.kita-diewildenknallerben.de;6.0;18.0;12.0;06:00-18:00;2;deutsch
1486;Kita Großstadtzwerge;Kindertagesstätte;Großstadtzwerge gemeinnützige UG (haftungsbeschränkt);Braunschweiger Str. 57;12055 Berlin (Neukölln);52.4707515;13.4459961;03097882640;kontakt@grossstadtzwerge.de;www.grossstadtzwerge.de;7.5;16.5;9.0;07:30-16:30;12;deutsch
1487;Kita Groß-Ziethener-Chaussee 144/Kitas SüdOst;Kindertagesstätte;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Groß-Ziethener Chaussee 144;12355 Berlin (Neukölln);52.40965;13.47577;030661 92 91;kita-gross-ziethenerchaussee@kita-suedost.de;;6.0;18.0;12.0;06:00-18:00;2;deutsch
1488;Kita Grüne Aue;Kindertagesstätte;FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis;Baderseestr. 1 -5;12527 Berlin (Treptow-Köpenick);52.41526;13.57935;030030 6744 553;kita-grueneaue@fippev.de;www.fippev.de/grueneaue;6.0;18.0;12.0;06:00-18:00;2;deutsch
1489;Kita Grüner Weg 56/Kitas SüdOst;Kindertagesstätte;Kindertagesstätten SüdOst Eigenbetrieb von Berlin;Grüner Weg 56;12359 Berlin (Neukölln);52.44139999999999;13.45205;030601 20 01;kita-gruenerweg@kita-suedost.de;;6.0;18.0;12.0;06:00-18:00;3;deutsch
1490;Kita Grünschnabel;Kindertagesstätte;pad - präventive, altersübergreifende Dienste im sozialen Bereich - gGmbH;Havelländer Ring 32B;12629 Berlin (Marzahn-Hellersdorf);52.54231;13.59411;03099285646;kita.gruenschnabel@pad-berlin.de;www.pad-berlin.de;6.0;18.0;12.0;06:00-18:00;2;deutsch
1491;Kita Grüntaler Straße;Kindertagesstätte;INA.KINDER.GARTEN gGmbH;Grüntaler Str. 34;13359 Berlin (Mitte);52.5558999;13.3929667;030494 71 63;gruentalerstrasse@inakindergarten.de;www.inakindergarten.de;6.0;18.0;12.0;06:00-18:00;6;deutsch
1492;Kita Gryphiusstr. 34-35;Kindertagesstätte;Kindergärten City;Gryphiusstr. 34 - 35;10245 Berlin (Friedrichshain-Kreuzberg);52.50689000000001;13.4625;0302910547;Kita.Gryphiusstr34@ba-fk.berlin.de;http://www.kindergaerten-city.de/gryphiusstr-34;6.5;18.0;11.5;06:30-18:00;12;deutsch
1493;Kita Gulliver;Kindertagesstätte;Gulliver e. V.;Friedrich-Wilhelm-Str. 21;12103 Berlin (Tempelhof-Schöneberg);52.4586029;13.3819819;03072012759;kita.gulliver@gmx.de;;7.5;16.5;9.0;07:30-16:30;12;polnisch
1494;Kita Gustav-Müller-Platz 2;Kindertagesstätte;Stadtteilverein Schöneberg e.V.;Gustav-Müller-Platz 2;10829 Berlin (Tempelhof-Schöneberg);52.4833468;13.3621632;030784 71 05;info@stadtteilvereinschoeneberg.de;;8.0;18.0;10.0;08:00-18:00;12;deutsch
1495;Kita Habersaathstraße;Kindertagesstätte;INA.KINDER.GARTEN gGmbH;Habersaathstr. 5;10115 Berlin (Mitte);52.53123;13.37511;030282 35 35;habersaathstrasse@inakindergarten.de;www.inakindergarten.de;6.0;18.0;12.0;06:00-18:00;2;deutsch
